https://api.github.com/repos/amplab/graphx/issues/151,https://api.github.com/repos/amplab/graphx/issues/151/comments,Readability improvements to documentation for mllib-collaborative-filtering.md,Code formatting and header improvements,
https://api.github.com/repos/amplab/graphx/issues/150,https://api.github.com/repos/amplab/graphx/issues/150/comments,Make docs browsable,,
https://api.github.com/repos/amplab/graphx/issues/149,https://api.github.com/repos/amplab/graphx/issues/149/comments,graphx latest version quesion,"it's now surpport semantic graphs and have  data lake? 
",data format
https://api.github.com/repos/amplab/graphx/issues/147,https://api.github.com/repos/amplab/graphx/issues/147/comments,Update README.md,"Hi,

I added section ""Books"" and a link to the Spark GraphX in Action written by Michael S. Malak and Robin East for Manning Publications. We believe this book is a great resource and all members of community will benefit from this information. If you find this inappropriate, please let me know where I can publish it.
",
https://api.github.com/repos/amplab/graphx/issues/146,https://api.github.com/repos/amplab/graphx/issues/146/comments,Graph Constructor needs another type except VertexId?,"Hi,

This might just be me making a fool about myself but I'm using GraphX to run a couple of distributed algorithms on rasters. I essentially just create a graph of the raster, then run a graph algorithm, then I convert it back. So I don't need any metadata except the VertexId (which denotes where in the raster the vertex is). However I can't be able to shake needing another type except the VertexId. I thought about using something like [(VertexId, Null)], and then using the null instance, but I'm guessing it's even cheaper with just a byte. However, is there any way to either skip this another type, or do you have a good reason for having it?

Thanks!
",
https://api.github.com/repos/amplab/graphx/issues/145,https://api.github.com/repos/amplab/graphx/issues/145/comments,How to build project from https://github.com/apache/spark using sbt,"can anyone mention the steps which i need to follow for building spark application also commands to test the scala testcase.referring from https://github.com/apache/spark

I m getting build error 
## Stacktrace

[ERROR] Failed to execute goal on project spark-core_2.10: Could not resolve dependencies for project org.apache.spark:spark-core_2.10:jar:1.1.0-SNAPSHOT: Failed to collect dependencies at org.easymoc
k:easymockclassextension:jar:3.1: Failed to read artifact descriptor for org.easymock:easymockclassextension:jar:3.1: Could not transfer artifact org.easymock:easymockclassextension:pom:3.1 from/to ma
ven-repo (http://repo.maven.apache.org/maven2): Access denied to: http://repo.maven.apache.org/maven2/org/easymock/easymockclassextension/3.1/easymockclassextension-3.1.pom , ReasonPhrase:Forbidden. -

> [Help 1]

Thanx
",app building
https://api.github.com/repos/amplab/graphx/issues/144,https://api.github.com/repos/amplab/graphx/issues/144/comments,Getting eror to run scala testcases from https://github.com/amplab/graphx/blob/master/graphx/src/test/scala/org/apache/spark/graphx/GraphSuite.scala getting error ,"When i m trying to run scala testcases from https://github.com/amplab/graphx/blob/master/graphx/src/test/scala/org/apache/spark/graphx/GraphSuite.scala getting error 
## Stacktrace 

WARNING: -p has been deprecated and will be reused for a different (but still very cool) purpose in ScalaTest 2.0. Please change all uses of -p to -R. 
**\* RUN ABORTED **\* 
  java.lang.ClassNotFoundException: org.apache.spark.graphx.GraphTestSuite 
  at java.net.URLClassLoader$1.run(URLClassLoader.java:366) 
  at java.net.URLClassLoader$1.run(URLClassLoader.java:355) 
  at java.security.AccessController.doPrivileged(Native Method) 
  at java.net.URLClassLoader.findClass(URLClassLoader.java:354) 
  at java.lang.ClassLoader.loadClass(ClassLoader.java:424) 
  at java.lang.ClassLoader.loadClass(ClassLoader.java:357) 
  at org.scalatest.tools.Runner$$anonfun$21.apply(Runner.scala:1470) 
  at org.scalatest.tools.Runner$$anonfun$21.apply(Runner.scala:1469) 
  at scala.collection.TraversableLike$$anonfun$filter$1.apply(TraversableLike.scala:264) 
  at scala.collection.immutable.List.foreach(List.scala:318) 
## In Scala Test IDE: 

Event: 
Run Aborted 

Message: 
Unable to load a Suite class. This could be due to an error in your runpath. Missing class: org.apache.spark.graphx.GraphTestSuite 
Date: 
Thu Jul 17 11:49:57 IST 2014 
Thread: 
Thread-2 
Exception: 
java.lang.ClassNotFoundException 
java.net.URLClassLoader$1.run(URLClassLoader.java:366) java.net.URLClassLoader$1.run(URLClassLoader.java:355) java.security.AccessController.doPrivileged(Native Method) java.net.URLClassLoader.findClass(URLClassLoader.java:354) java.lang.ClassLoader.loadClass(ClassLoader.java:424) java.lang.ClassLoader.loadClass(ClassLoader.java:357) org.scalatest.tools.Runner$$anonfun$21.apply(Runner.scala:1470) org.scalatest.tools.Runner$$anonfun$21.apply(Runner.scala:1469) scala.collection.TraversableLike$$anonfun$filter$1.apply(TraversableLike.scala:264) scala.collection.immutable.List.foreach(List.scala:318) scala.collection.TraversableLike$class.filter(TraversableLike.scala:263) scala.collection.AbstractTraversable.filter(Traversable.scala:105) org.scalatest.tools.Runner$.doRunRunRunDaDoRunRun(Runner.scala:1469) org.scalatest.tools.RunnerJFrame$RunnerThread$$anonfun$run$1.apply(RunnerJFrame.scala:1361) org.scalatest.tools.RunnerJFrame$RunnerThread$$anonfun$run$1.apply(RunnerJFrame.scala:1359) org.scalatest.tools.Runner$.withClassLoaderAndDispatchReporter(Runner.scala:1645) org.scalatest.tools.RunnerJFrame$RunnerThread.run(RunnerJFrame.scala:1358) 

Can anyone please giude me . 
",
https://api.github.com/repos/amplab/graphx/issues/143,https://api.github.com/repos/amplab/graphx/issues/143/comments,Wrong PageRank results,"Hi all,

I tried the static PageRank computation on GraphX (in Spark 1.0.0) with the following code:

```
import org.apache.spark._
import org.apache.spark.graphx._
import org.apache.spark.rdd.RDD

object ord extends Ordering[(VertexId, Double)] { def compare(a:(VertexId, Double), b:(VertexId, Double)) = a._2 compare b._2}

val graph = GraphLoader.edgeListFile(sc, ""/lhome/zma/test.txt"")
for (i <- 0 to 30) {
  println(""iter: "" + i)
  val ranks = graph.staticPageRank(i)
  ranks.vertices.top(100)(ord).foreach(println(_))
}
```

The `/lhome/zma/test.txt` contains a simple graph:

```
0 1
1 3
2 3
3 3
```

The PageRank implemenation (  https://github.com/amplab/graphx/blob/master/graphx/src/main/scala/org/apache/spark/graphx/lib/PageRank.scala ) uses this PageRank definition:

```
PR[i] = alpha + (1 - alpha) * inNbrs[i].map(j => oldPR[j] / outDeg[j]).sum
```

However, the results I get are:

```
iter: 0
(0,0.15)
(1,0.15)
(3,0.15)
(2,0.15)
iter: 1
(3,0.5325)
(1,0.27749999999999997)
(0,0.15)
(2,0.15)
iter: 2
(3,0.8384999999999999)
(1,0.27749999999999997)
(0,0.15)
(2,0.15)
iter: 3
(3,0.862725)
(1,0.27749999999999997)
(0,0.15)
(2,0.15)
...
```

The results with iterNum as 0 and 1 are correct. However, for ""iter: 2"":

The PageRank value for 3 should be:

```
0.15 + 0.85 * (0.27749999999999997 + 0.15 + 0.5325)
= 0.966
```

while the result is `(3,0.8384999999999999)`. It seems the PageRank of vertex 2 is not passed to the PageRank of vertex 3 (`0.8384999999999999 == 0.15 + 0.85 * (0.27749999999999997 + 0.5325)`).

I noticed that the Pregel implementation (https://github.com/amplab/graphx/blob/master/graphx/src/main/scala/org/apache/spark/graphx/Pregel.scala) only sends messages from vertices changed in last superstep. I can understand this performance optimization for less messages. However, is this PageRank implementation on top of this model wrong? Will passing the delta out from changed vertices be more suitable for implementation on this ""Pregel"" model in GraphX?

Please correct me if I am wrong at understanding some parts. I will appreciate it if additional information or pointers to them are provided.
",
https://api.github.com/repos/amplab/graphx/issues/142,https://api.github.com/repos/amplab/graphx/issues/142/comments,how to install GraphX please some one help i need it very badly.,"i set up hadoop cluster a long back.i can see all the folders that are given in amplab/graphx main page.but how to install graphx.what files need to be modified.please someone help please i need guidance very badly
",usability
https://api.github.com/repos/amplab/graphx/issues/141,https://api.github.com/repos/amplab/graphx/issues/141/comments,initial version of LPA,"a straightforward implementation of LPA to detect network communities in graphs using the Pregel framework.
",
